day,dataid,airconditioning,rh,Tc,Tw,Td,sWBGT,DI,HI,HUMIDEX
1/1/18,2335,,58.63779528,-2.659667542,-4.444444444,-9.864391951,2.461939995,-3.552055993,22.38983465,-8.199173028
1/2/18,5746,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,7536,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,4031,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,7719,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,8156,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,1642,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,7800,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,7951,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,4767,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,3039,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,2335,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,6139,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,9019,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,9160,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,9278,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,7901,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,3456,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,3538,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,8386,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,8565,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,4373,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,661,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,2818,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,9922,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/2/18,2361,,63.79710145,-1.944444444,-3.611111111,-8.2568438,2.863995507,-2.777777778,24.04846377,-7.481786265
1/3/18,5746,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,7536,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,3538,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,2361,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,2818,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,7719,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,6139,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,4767,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,3039,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,1642,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,3456,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,9922,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,7901,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,2335,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,9278,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,4031,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,8386,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,4373,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,7800,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,8156,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,8565,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,9019,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,9160,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,7951,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/3/18,661,,57.84552846,2.136404697,-1.388888889,-6.887985547,5.150716003,0.373757904,31.84882114,-3.398894465
1/4/18,2361,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,9278,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,7536,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,6139,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,1642,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,9160,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,5746,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,3039,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,4767,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,7951,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,7719,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,7800,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,3456,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,3538,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,9922,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,4031,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,7901,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,8386,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,8156,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,9019,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,4373,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,8565,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,2818,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,2335,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/4/18,661,,55.45528455,5.438121048,1.666666667,-3.789521229,7.003491247,3.552393857,38.27387805,-0.091786415
1/5/18,2818,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,6139,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,4031,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,8565,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,8386,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,2361,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,4767,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,4373,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,7951,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,3039,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,7536,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,2335,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,7719,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,661,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,9160,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,3538,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,7800,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,1642,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,9278,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,3456,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,5746,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,8156,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,9019,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,9922,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/5/18,7901,,47.79032258,9.117383513,4.444444444,-2.226702509,9.066123533,6.780913978,45.19856452,3.590650075
1/6/18,6139,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,2361,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,4767,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,1642,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,3039,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,3538,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,7536,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,3456,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,8156,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,8386,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,2335,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,8565,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,2818,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,9160,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,7800,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,5746,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,7719,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,4373,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,661,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,4031,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,7901,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,9278,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,9922,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,7951,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/6/18,9019,,78.55639098,9.987468672,8.611111111,6.094402673,9.569984678,9.299289891,48.36733835,4.48422047
1/7/18,3538,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,7901,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,2361,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,2818,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,3039,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,4031,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,3456,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,1642,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,6139,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,4767,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,8565,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,661,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,7951,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,9019,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,2335,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,7536,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,7800,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,8156,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,4373,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,8386,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,5746,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,7719,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,9278,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,9922,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/7/18,9160,,85.45454545,15.59440559,13.61111111,12.93706294,12.73150497,14.60275835,59.79328671,10.1217421
1/8/18,4373,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,7800,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,2361,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,2818,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,3456,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,8156,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,9922,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,6139,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,3538,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,4031,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,2335,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,661,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,1642,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,7901,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,8386,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,7536,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,5746,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,7951,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,4767,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,3039,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,8565,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,9160,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,9019,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,9278,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/8/18,7719,,51.512,12.89333333,8.333333333,2.542222222,11.18910236,10.61333333,52.849864,7.378540709
1/9/18,8386,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,661,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,3039,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,3456,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,4031,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,2818,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,3538,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,4767,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,7901,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,5746,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,2361,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,9019,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,9922,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,2335,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,7951,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,1642,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,7800,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,4373,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,8565,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,7536,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,9278,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,8156,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,6139,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,7719,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/9/18,9160,,64.91129032,10.66756272,7.222222222,3.328853047,9.944327311,8.944892473,49.07260484,5.155111757
1/10/18,3538,,84.33108108,13.32207207,11.94444444,10.36036036,11.44981201,12.63325826,55.24126351,7.836422723
1/10/18,3039,,84.33108108,13.32207207,11.94444444,10.36036036,11.44981201,12.63325826,55.24126351,7.836422723
1/10/18,2818,,84.33108108,13.32207207,11.94444444,10.36036036,11.44981201,12.63325826,55.24126351,7.836422723
1/10/18,7536,,84.33108108,13.32207207,11.94444444,10.36036036,11.44981201,12.63325826,55.24126351,7.836422723
1/10/18,3456,,84.33108108,13.32207207,11.94444444,10.36036036,11.44981201,12.63325826,55.24126351,7.836422723
1/10/18,7901,,84.33108108,13.32207207,11.94444444,10.36036036,11.44981201,12.63325826,55.24126351,7.836422723
1/10/18,1642,,84.33108108,13.32207207,11.94444444,10.36036036,11.44981201,12.63325826,55.24126351,7.836422723
1/10/18,8565,,84.33108108,13.32207207,11.94444444,10.36036036,11.44981201,12.63325826,55.24126351,7.836422723
1/10/18,7800,,84.33108108,13.32207207,11.94444444,10.36036036,11.44981201,12.63325826,55.24126351,7.836422723
